Date,US,US,Euro Area,Euro Area,Japan,Japan,UK,UK,US,Euro Area,Japan,UK,US,Euro Area,Japan,UK,US,Euro Area,Japan,UK,US,Euro Area,Japan,UK,US,Euro Area,Japan,UK,US,Euro Area,Japan,UK,US,US,Euro Area,Japan,UK
2010-04-12,0.2,89.625, 1.00 ,93.24,0.093,95.1,0.5,89.2, (41.5), (1.5), 7.8 , (2.3),3%,-177%,-24%,-39%,36%,-268%,1475%,-14%," 16,743 "," 2,394,333 "," 508,743 "," 469,606 ",0.32%,0.32%,0.41%,0.36%,2.91%,2.18%,3.49%,2.40%,9.9,-0.73%,-0.53%,-0.67%,-0.73%
2010-05-13,0.2,89.724, 1.00 ,93.35,0.091,95.1,0.5,89.4, (42.1), (6.9), 3.4 , (2.6),1%,365%,-57%,16%,63%,-812%,15%,92%," 16,786 "," 2,397,948 "," 511,803 "," 470,469 ",0.26%,0.15%,0.60%,0.18%,3.06%,2.21%,4.13%,2.57%,9.6,-0.73%,-0.53%,-0.67%,-0.73%
2010-06-13,0.18,89.767, 1.00 ,93.35,0.095,94.9,0.5,89.5, (47.3), 0.5 , 7.4 , (2.7),12%,-108%,119%,2%,74%,-91%,46%,-11%," 16,829 "," 2,401,567 "," 514,881 "," 471,333 ",0.26%,0.15%,0.60%,0.18%,3.20%,2.24%,4.76%,2.74%,9.4,-0.73%,-0.53%,-0.67%,-0.73%
2010-07-14,0.18,89.769, 1.00 ,92.95,0.094,94.4,0.5,89.3, (41.6), 5.7 , 9.0 , (3.7),-12%,985%,21%,39%,25%,-64%,131%,34%," 16,872 "," 2,405,192 "," 517,978 "," 472,199 ",0.26%,0.15%,0.60%,0.18%,3.34%,2.27%,5.40%,2.90%,9.4,-0.73%,-0.53%,-0.67%,-0.73%
2010-08-14,0.19,89.855, 1.00 ,93.13,0.095,94.5,0.5,89.8, (45.6), (8.2), 0.7 , (3.9),10%,-243%,-92%,6%,44%,75%,-57%,31%," 16,902 "," 2,410,226 "," 516,537 "," 472,337 ",0.17%,0.21%,-0.28%,0.03%,3.15%,2.31%,4.68%,2.83%,9.5,-0.73%,-0.53%,-0.67%,-0.73%
2010-09-14,0.19,89.906, 1.00 ,93.42,0.091,94.7,0.5,89.8, (44.3), 0.0 , 9.2 , (4.5),-3%,-100%,1129%,16%,26%,-108%,62%,11%," 16,931 "," 2,415,271 "," 515,100 "," 472,474 ",0.17%,0.21%,-0.28%,0.03%,2.97%,2.35%,3.97%,2.76%,9.5,-0.73%,-0.53%,-0.67%,-0.73%
2010-10-15,0.19,90.043, 1.00 ,93.71,0.091,95,0.5,90, (40.6), 3.6 , 9.9 , (3.3),-8%,17597%,8%,-28%,16%,-19%,12%,34%," 16,961 "," 2,420,326 "," 513,667 "," 472,612 ",0.17%,0.21%,-0.28%,0.03%,2.78%,2.40%,3.26%,2.69%,9.4,-0.73%,-0.53%,-0.67%,-0.73%
2010-11-15,0.19,90.160, 1.00 ,93.79,0.091,94.7,0.5,90.3, (38.7), (4.3), 1.9 , (3.9),-5%,-220%,-81%,19%,1%,-312%,-53%,106%," 16,947 "," 2,427,582 "," 511,853 "," 473,014 ",-0.08%,0.30%,-0.35%,0.09%,2.53%,2.59%,2.55%,2.46%,9.8,-0.73%,-0.53%,-0.67%,-0.73%
2010-12-16,0.18,90.179, 1.00 ,94.36,0.087,94.5,0.5,91.2, (41.7), (2.6), 8.6 , (4.5),8%,-38%,352%,15%,6%,-197%,43%,101%," 16,934 "," 2,434,859 "," 510,045 "," 473,416 ",-0.08%,0.30%,-0.35%,0.09%,2.28%,2.79%,1.83%,2.23%,9.3,-0.73%,-0.53%,-0.67%,-0.73%
2011-01-10,0.17,90.372, 1.00 ,93.69,0.085,94.4,0.5,91.3, (48.1), (22.6), (6.0), (0.4),15%,754%,-170%,-91%,27%,40%,-1375%,-90%," 16,921 "," 2,442,158 "," 508,243 "," 473,819 ",-0.08%,0.30%,-0.35%,0.09%,2.04%,2.99%,1.13%,2.00%,9.1,-0.70%,-0.36%,-0.68%,-0.60%
2011-02-10,0.16,90.530, 1.00 ,94.08,0.093,94.4,0.5,92, (44.8), (5.1), 7.7 , 2.5 ,-7%,-77%,-228%,-754%,8%,-346%,9%,6420%," 16,959 "," 2,442,190 "," 506,808 "," 474,001 ",0.23%,0.00%,-0.28%,0.04%,1.94%,2.66%,0.43%,1.67%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-03-13,0.14,90.667, 1.00 ,95.35,0.085,94.6,0.5,92.2, (44.3), (0.4), 2.1 , (0.9),-1%,-93%,-73%,-134%,10%,-118%,-80%,-77%," 16,997 "," 2,442,222 "," 505,376 "," 474,183 ",0.23%,0.00%,-0.28%,0.04%,1.84%,2.33%,-0.26%,1.34%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-04-13,0.1,90.875, 1.15 ,95.89,0.062,94.7,0.5,93.2, (42.7), (7.7), (5.7), 0.4 ,-4%,2069%,-374%,-140%,3%,419%,-174%,-116%," 17,035 "," 2,442,254 "," 503,949 "," 474,365 ",0.23%,0.00%,-0.28%,0.04%,1.74%,2.00%,-0.94%,1.01%,9.1,-0.70%,-0.36%,-0.68%,-0.60%
2011-05-14,0.09,91.091, 1.25 ,95.9,0.069,94.7,0.5,93.4, (47.7), (3.7), (10.6), (6.9),12%,-52%,85%,-2080%,13%,-46%,-415%,164%," 17,034 "," 2,442,476 "," 507,979 "," 474,847 ",-0.01%,0.01%,0.80%,0.10%,1.48%,1.86%,-0.75%,0.93%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-06-14,0.09,91.191, 1.25 ,95.89,0.069,94.6,0.5,93.3, (49.0), (1.8), 0.8 , (2.7),3%,-53%,-108%,-60%,4%,-431%,-89%,3%," 17,033 "," 2,442,698 "," 512,041 "," 475,330 ",-0.01%,0.01%,0.80%,0.10%,1.21%,1.71%,-0.55%,0.85%,9.1,-0.70%,-0.36%,-0.68%,-0.60%
2011-07-15,0.07,91.326, 1.40 ,95.34,0.073,94.6,0.5,93.3, (46.1), 0.8 , 0.9 , (2.3),-6%,-146%,10%,-15%,11%,-86%,-90%,-37%," 17,031 "," 2,442,919 "," 516,135 "," 475,813 ",-0.01%,0.01%,0.80%,0.10%,0.94%,1.57%,-0.36%,0.77%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-08-15,0.1,91.508, 1.50 ,95.52,0.081,94.7,0.5,93.8, (45.1), (10.1), (10.1), (1.9),-2%,-1362%,-1248%,-20%,-1%,24%,-1451%,-52%," 17,095 "," 2,440,573 "," 515,876 "," 476,035 ",0.37%,-0.10%,-0.05%,0.05%,1.14%,1.26%,-0.13%,0.78%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-09-15,0.08,91.570, 1.50 ,96.22,0.08,94.7,0.5,94.4, (43.5), (0.3), 3.8 , (4.1),-3%,-97%,-137%,120%,-2%,-1414%,-59%,-9%," 17,159 "," 2,438,229 "," 515,618 "," 476,257 ",0.37%,-0.10%,-0.05%,0.05%,1.34%,0.95%,0.10%,0.80%,9.0,-0.70%,-0.36%,-0.68%,-0.60%
2011-10-16,0.07,91.614, 1.50 ,96.55,0.081,94.8,0.5,94.5, (45.5), (3.1), (3.7), (1.7),5%,1069%,-198%,-59%,12%,-187%,-137%,-48%," 17,223 "," 2,435,887 "," 515,359 "," 476,479 ",0.37%,-0.10%,-0.05%,0.05%,1.54%,0.64%,0.33%,0.82%,8.8,-0.70%,-0.36%,-0.68%,-0.60%
2011-11-16,0.08,91.808, 1.32 ,96.64,0.077,94.2,0.5,94.6, (47.5), 4.5 , (8.9), (2.8),4%,-244%,141%,63%,23%,-205%,-566%,-29%," 17,271 "," 2,433,922 "," 517,804 "," 477,859 ",0.28%,-0.08%,0.47%,0.29%,1.91%,0.26%,1.16%,1.02%,8.6,-0.70%,-0.36%,-0.68%,-0.60%
2011-12-17,0.07,91.960, 1.10 ,96.96,0.078,94.3,0.5,95.1, (49.5), 9.2 , (2.7), (0.3),4%,106%,-70%,-91%,19%,-449%,-131%,-94%," 17,319 "," 2,431,958 "," 520,261 "," 479,244 ",0.28%,-0.08%,0.47%,0.29%,2.27%,-0.12%,2.00%,1.23%,8.5,-0.70%,-0.36%,-0.68%,-0.60%
2012-01-11,0.08,92.235, 1.00 ,96.18,0.08,94.5,0.5,94.6, (50.1), (12.1), (19.4), (1.2),1%,-231%,624%,361%,4%,-47%,222%,208%," 17,367 "," 2,429,996 "," 522,730 "," 480,632 ",0.28%,-0.08%,0.47%,0.29%,2.64%,-0.50%,2.85%,1.44%,8.3,-0.56%,-0.33%,-0.63%,-0.60%
2012-02-11,0.1,92.364, 1.00 ,96.66,0.085,94.7,0.5,95.1, (42.8), 0.5 , 0.3 , 0.8 ,-15%,-104%,-102%,-170%,-4%,-109%,-96%,-67%," 17,393 "," 2,426,986 "," 521,096 "," 480,414 ",0.15%,-0.12%,-0.31%,-0.05%,2.56%,-0.62%,2.82%,1.35%,8.3,-0.56%,-0.33%,-0.63%,-0.60%
2012-03-13,0.13,92.521, 1.00 ,97.91,0.084,95.1,0.5,95.4, (49.7), 8.9 , (1.0), (0.1),16%,1785%,-401%,-108%,12%,-2611%,-147%,-92%," 17,419 "," 2,423,981 "," 519,468 "," 480,197 ",0.15%,-0.12%,-0.31%,-0.05%,2.48%,-0.75%,2.79%,1.27%,8.2,-0.56%,-0.33%,-0.63%,-0.60%
2012-04-13,0.14,92.661, 1.00 ,98.36,0.075,95.2,0.5,96, (46.8), 3.5 , (6.4), (5.2),-6%,-61%,542%,7436%,10%,-145%,11%,-1599%," 17,445 "," 2,420,979 "," 517,845 "," 479,979 ",0.15%,-0.12%,-0.31%,-0.05%,2.40%,-0.87%,2.76%,1.18%,8.2,-0.56%,-0.33%,-0.63%,-0.60%
2012-05-14,0.16,92.755, 1.00 ,98.23,0.084,94.9,0.5,95.9, (45.1), 7.5 , (11.4), (3.0),-4%,115%,79%,-43%,-5%,-302%,7%,-57%," 17,453 "," 2,419,666 "," 517,171 "," 481,507 ",0.05%,-0.05%,-0.13%,0.32%,2.46%,-0.93%,1.81%,1.40%,8.2,-0.56%,-0.33%,-0.63%,-0.60%
2012-06-14,0.16,92.850, 1.00 ,98.15,0.076,94.4,0.5,95.5, (42.9), 15.4 , 0.7 , (4.9),-5%,106%,-106%,64%,-12%,-978%,-12%,79%," 17,461 "," 2,418,355 "," 516,498 "," 483,041 ",0.05%,-0.05%,-0.13%,0.32%,2.52%,-1.00%,0.87%,1.62%,8.2,-0.56%,-0.33%,-0.63%,-0.60%
2012-07-15,0.16,92.946, 0.83 ,97.64,0.084,94.1,0.5,95.6, (42.4), 15.7 , (6.7), (0.7),-1%,2%,-1046%,-85%,-8%,1860%,-862%,-69%," 17,470 "," 2,417,044 "," 515,826 "," 484,579 ",0.05%,-0.05%,-0.13%,0.32%,2.57%,-1.06%,-0.06%,1.84%,8.2,-0.56%,-0.33%,-0.63%,-0.60%
2012-08-15,0.13,93.005, 0.75 ,98.02,0.086,94.3,0.5,96.1, (44.0), 5.8 , (9.8), (3.7),4%,-63%,46%,418%,-2%,-157%,-3%,99%," 17,476 "," 2,413,961 "," 515,689 "," 484,399 ",0.04%,-0.13%,-0.03%,-0.04%,2.23%,-1.09%,-0.04%,1.76%,8.1,-0.56%,-0.33%,-0.63%,-0.60%
2012-09-15,0.14,93.119, 0.75 ,98.73,0.085,94.4,0.5,96.5, (38.8), 10.7 , (7.3), (1.8),-12%,86%,-26%,-53%,-11%,-4132%,-293%,-57%," 17,483 "," 2,410,882 "," 515,553 "," 484,219 ",0.04%,-0.13%,-0.03%,-0.04%,1.89%,-1.12%,-0.01%,1.67%,7.8,-0.56%,-0.33%,-0.63%,-0.60%
2012-10-16,0.16,93.345, 0.75 ,98.96,0.085,94.4,0.5,97, (41.5), 11.6 , (7.0), (3.2),7%,9%,-3%,82%,-9%,-474%,91%,90%," 17,490 "," 2,407,806 "," 515,417 "," 484,039 ",0.04%,-0.13%,-0.03%,-0.04%,1.55%,-1.15%,0.01%,1.59%,7.8,-0.56%,-0.33%,-0.63%,-0.60%
2012-11-16,0.16,93.445, 0.75 ,98.76,0.086,94.1,0.5,97.2, (45.3), 15.5 , (11.8), (2.1),9%,33%,68%,-35%,-4%,246%,33%,-24%," 17,547 "," 2,404,789 "," 517,819 "," 484,495 ",0.33%,-0.13%,0.47%,0.09%,1.60%,-1.20%,0.00%,1.39%,7.7,-0.56%,-0.33%,-0.63%,-0.60%
2012-12-17,0.16,93.514, 0.75 ,99.11,0.082,94.1,0.5,97.6, (36.3), 13.0 , (7.7), (1.7),-20%,-16%,-35%,-17%,-27%,41%,188%,569%," 17,605 "," 2,401,775 "," 520,233 "," 484,952 ",0.33%,-0.13%,0.47%,0.09%,1.65%,-1.24%,-0.01%,1.19%,7.9,-0.56%,-0.33%,-0.63%,-0.60%
2013-01-11,0.14,93.703, 0.75 ,98.09,0.083,94.2,0.5,97.1, (40.1), (7.7), (18.3), (1.3),10%,-159%,138%,-25%,-20%,-36%,-5%,9%," 17,662 "," 2,398,765 "," 522,659 "," 485,409 ",0.33%,-0.13%,0.47%,0.09%,1.70%,-1.29%,-0.01%,0.99%,8.0,-0.34%,-0.28%,-0.60%,-0.48%
2013-02-11,0.15,93.805, 0.75 ,98.45,0.08,94,0.5,97.8, (41.0), 11.5 , (8.3), (0.5),2%,-249%,-55%,-65%,-4%,2331%,-2615%,-154%," 17,678 "," 2,403,882 "," 524,213 "," 486,580 ",0.09%,0.21%,0.30%,0.24%,1.64%,-0.95%,0.60%,1.28%,7.7,-0.34%,-0.28%,-0.60%,-0.48%
2013-03-14,0.14,93.891, 0.75 ,99.61,0.08,94.2,0.5,98.1, (34.3), 27.5 , (3.8), (0.7),-16%,140%,-55%,45%,-31%,209%,279%,842%," 17,694 "," 2,409,009 "," 525,772 "," 487,754 ",0.09%,0.21%,0.30%,0.24%,1.58%,-0.62%,1.21%,1.57%,7.5,-0.34%,-0.28%,-0.60%,-0.48%
2013-04-14,0.15,93.937, 0.75 ,99.52,0.07,94.5,0.5,98.3, (38.5), 17.3 , (9.0), (2.2),12%,-37%,139%,236%,-18%,396%,41%,-58%," 17,710 "," 2,414,147 "," 527,335 "," 488,930 ",0.09%,0.21%,0.30%,0.24%,1.52%,-0.28%,1.83%,1.86%,7.6,-0.34%,-0.28%,-0.60%,-0.48%
2013-05-15,0.11,94.047, 0.56 ,99.63,0.07,94.6,0.5,98.5, (41.7), 17.9 , (9.8), (4.2),8%,4%,9%,89%,-8%,139%,-14%,39%," 17,760 "," 2,416,712 "," 529,012 "," 490,284 ",0.28%,0.11%,0.32%,0.28%,1.76%,-0.12%,2.29%,1.82%,7.5,-0.34%,-0.28%,-0.60%,-0.48%
2013-06-15,0.09,94.209, 0.50 ,99.73,0.07,94.6,0.5,98.3, (34.4), 19.4 , (1.9), (4.0),-17%,8%,-81%,-3%,-20%,26%,-362%,-18%," 17,810 "," 2,419,280 "," 530,695 "," 491,641 ",0.28%,0.11%,0.32%,0.28%,2.00%,0.04%,2.75%,1.78%,7.5,-0.34%,-0.28%,-0.60%,-0.48%
2013-07-16,0.09,94.329, 0.50 ,99.2,0.07,94.8,0.5,98.3, (36.4), 22.8 , (10.3), (3.2),6%,17%,458%,-21%,-14%,45%,54%,342%," 17,860 "," 2,421,851 "," 532,383 "," 493,002 ",0.28%,0.11%,0.32%,0.28%,2.24%,0.20%,3.21%,1.74%,7.3,-0.34%,-0.28%,-0.60%,-0.48%
2013-08-16,0.08,94.431, 0.50 ,99.32,0.07,95.1,0.5,98.7, (36.6), 9.0 , (9.9), (0.9),1%,-60%,-4%,-73%,-17%,57%,2%,-77%," 17,912 "," 2,424,182 "," 532,144 "," 494,154 ",0.29%,0.10%,-0.04%,0.23%,2.49%,0.42%,3.19%,2.01%,7.2,-0.34%,-0.28%,-0.60%,-0.48%
2013-09-16,0.08,94.543, 0.50 ,99.8,0.07,95.4,0.5,99.1, (39.9), 13.6 , (9.5), (5.1),9%,51%,-4%,486%,3%,27%,31%,186%," 17,964 "," 2,426,516 "," 531,905 "," 495,309 ",0.29%,0.10%,-0.04%,0.23%,2.75%,0.65%,3.17%,2.29%,7.2,-0.34%,-0.28%,-0.60%,-0.48%
2013-10-17,0.09,94.703, 0.50 ,99.68,0.07,95.5,0.5,99.1, (36.3), 22.1 , (11.2), (8.0),-9%,62%,18%,57%,-12%,90%,59%,147%," 18,016 "," 2,428,851 "," 531,667 "," 496,466 ",0.29%,0.10%,-0.04%,0.23%,3.01%,0.87%,3.15%,2.57%,7.2,-0.34%,-0.28%,-0.60%,-0.48%
2013-11-17,0.08,94.860, 0.35 ,99.6,0.07,95.5,0.5,99.2, (34.0), 22.0 , (13.0), (7.6),-6%,0%,16%,-5%,-25%,42%,10%,260%," 17,995 "," 2,432,130 "," 533,144 "," 497,824 ",-0.12%,0.14%,0.28%,0.27%,2.55%,1.14%,2.96%,2.75%,6.9,-0.34%,-0.28%,-0.60%,-0.48%
2013-12-18,0.09,94.961, 0.25 ,99.95,0.07,95.6,0.5,99.6, (33.6), 18.4 , (12.7), (2.4),-1%,-17%,-3%,-68%,-7%,41%,64%,38%," 17,975 "," 2,435,414 "," 534,625 "," 499,186 ",-0.12%,0.14%,0.28%,0.27%,2.10%,1.40%,2.77%,2.94%,6.7,-0.34%,-0.28%,-0.60%,-0.48%
2014-01-12,0.07,95.064, 0.25 ,98.84,0.07,95.5,0.5,99, (37.4), (1.3), (26.9), (5.3),11%,-107%,113%,122%,-7%,-84%,47%,308%," 17,954 "," 2,438,702 "," 536,110 "," 500,552 ",-0.12%,0.14%,0.28%,0.27%,1.65%,1.66%,2.57%,3.12%,6.6,-0.23%,-0.21%,-0.49%,-0.44%
2014-02-12,0.07,95.109, 0.25 ,99.14,0.08,95.5,0.5,99.5, (40.1), 19.1 , (7.9), (3.7),7%,-1615%,-71%,-31%,-2%,67%,-5%,710%," 18,031 "," 2,440,577 "," 532,851 "," 502,010 ",0.43%,0.08%,-0.61%,0.29%,2.00%,1.53%,1.65%,3.17%,6.7,-0.23%,-0.21%,-0.49%,-0.44%
2014-03-15,0.08,95.250, 0.25 ,100.07,0.07,95.7,0.5,99.7, (42.9), 21.6 , (14.2), (2.3),7%,13%,79%,-38%,25%,-21%,276%,247%," 18,108 "," 2,442,454 "," 529,612 "," 503,472 ",0.43%,0.08%,-0.61%,0.29%,2.34%,1.39%,0.73%,3.22%,6.7,-0.23%,-0.21%,-0.49%,-0.44%
2014-04-15,0.09,95.413, 0.25 ,100.22,0.06,97.7,0.5,100.1, (43.7), 19.3 , (8.1), (3.1),2%,-10%,-43%,37%,14%,12%,-10%,41%," 18,186 "," 2,444,332 "," 526,393 "," 504,939 ",0.43%,0.08%,-0.61%,0.29%,2.69%,1.25%,-0.18%,3.27%,6.2,-0.23%,-0.21%,-0.49%,-0.44%
2014-05-16,0.09,95.574, 0.25 ,100.11,0.07,98.1,0.5,100, (39.6), 18.8 , (9.0), (2.4),-10%,-3%,12%,-23%,-5%,5%,-8%,-42%," 18,259 "," 2,448,189 "," 526,562 "," 506,203 ",0.40%,0.16%,0.03%,0.25%,2.81%,1.30%,-0.46%,3.25%,6.3,-0.23%,-0.21%,-0.49%,-0.44%
2014-06-16,0.1,95.682, 0.18 ,100.22,0.07,98,0.5,100.2, (38.9), 20.1 , (8.2), (4.0),-2%,7%,-9%,66%,13%,4%,341%,-1%," 18,333 "," 2,452,052 "," 526,732 "," 507,470 ",0.40%,0.16%,0.03%,0.25%,2.94%,1.35%,-0.75%,3.22%,6.1,-0.23%,-0.21%,-0.49%,-0.44%
2014-07-17,0.09,95.848, 0.15 ,99.57,0.07,98.1,0.5,99.9, (38.9), 26.6 , (9.5), (6.7),0%,32%,16%,68%,7%,17%,-8%,111%," 18,407 "," 2,455,921 "," 526,901 "," 508,741 ",0.40%,0.16%,0.03%,0.25%,3.06%,1.41%,-1.03%,3.19%,6.2,-0.23%,-0.21%,-0.49%,-0.44%
2014-08-17,0.09,95.885, 0.15 ,99.68,0.07,98.3,0.5,100.2, (36.9), 8.5 , (9.3), (5.0),-5%,-68%,-3%,-25%,1%,-6%,-7%,483%," 18,438 "," 2,459,197 "," 527,662 "," 509,936 ",0.17%,0.13%,0.14%,0.23%,2.93%,1.44%,-0.84%,3.19%,6.1,-0.23%,-0.21%,-0.49%,-0.44%
2014-09-17,0.09,96.013, 0.08 ,100.12,0.07,98.5,0.5,100.3, (41.7), 22.0 , (9.0), (3.9),13%,158%,-3%,-24%,4%,61%,-6%,-24%," 18,469 "," 2,462,478 "," 528,424 "," 511,134 ",0.17%,0.13%,0.14%,0.23%,2.81%,1.48%,-0.65%,3.19%,5.9,-0.23%,-0.21%,-0.49%,-0.44%
2014-10-18,0.09,96.096, 0.05 ,100.06,0.06,98.2,0.5,100.4, (41.1), 27.9 , (6.9), (5.2),-1%,27%,-23%,35%,13%,26%,-39%,-35%," 18,500 "," 2,465,763 "," 529,188 "," 512,334 ",0.17%,0.13%,0.14%,0.23%,2.69%,1.52%,-0.47%,3.20%,5.7,-0.23%,-0.21%,-0.49%,-0.44%
2014-11-18,0.09,96.181, 0.05 ,99.88,0.06,97.9,0.5,100.1, (39.8), 24.5 , (7.7), (6.7),-3%,-12%,13%,28%,17%,11%,-40%,-12%," 18,555 "," 2,471,795 "," 531,943 "," 512,839 ",0.30%,0.24%,0.52%,0.10%,3.11%,1.63%,-0.23%,3.02%,5.8,-0.23%,-0.21%,-0.49%,-0.44%
2014-12-19,0.12,96.249, 0.05 ,99.78,0.07,97.9,0.5,100.1, (42.8), 29.3 , (5.6), (10.8),8%,20%,-28%,62%,27%,60%,-56%,349%," 18,611 "," 2,477,841 "," 534,713 "," 513,344 ",0.30%,0.24%,0.52%,0.10%,3.54%,1.74%,0.02%,2.84%,5.6,-0.23%,-0.21%,-0.49%,-0.44%
2015-01-13,0.11,96.214, 0.05 ,98.24,0.07,97.8,0.5,99.3, (38.9), 7.3 , (9.8), (7.2),-9%,-75%,76%,-34%,4%,-681%,-64%,34%," 18,667 "," 2,483,903 "," 537,497 "," 513,850 ",0.30%,0.24%,0.52%,0.10%,3.97%,1.85%,0.26%,2.66%,5.7,-0.20%,-0.17%,-0.38%,-0.36%
2015-02-13,0.11,96.324, 0.05 ,98.85,0.08,97.6,0.5,99.5, (33.9), 21.7 , (3.6), (6.5),-13%,196%,-63%,-10%,-15%,13%,-55%,77%," 18,705 "," 2,487,537 "," 537,742 "," 514,857 ",0.21%,0.15%,0.05%,0.20%,3.74%,1.92%,0.92%,2.56%,5.5,-0.20%,-0.17%,-0.38%,-0.36%
2015-03-16,0.11,96.470, 0.05 ,100,0.07,97.9,0.5,99.7, (48.7), 20.3 , 1.9 , (2.7),44%,-7%,-152%,-59%,13%,-6%,-113%,17%," 18,744 "," 2,491,177 "," 537,987 "," 515,865 ",0.21%,0.15%,0.05%,0.20%,3.51%,1.99%,1.58%,2.46%,5.4,-0.20%,-0.17%,-0.38%,-0.36%
2015-04-16,0.12,96.648, 0.05 ,100.43,0.06,98.4,0.5,99.9, (39.8), 21.6 , (0.5), (2.1),-18%,7%,-126%,-20%,-9%,12%,-94%,-32%," 18,782 "," 2,494,822 "," 538,233 "," 516,876 ",0.21%,0.15%,0.05%,0.20%,3.28%,2.07%,2.25%,2.36%,5.4,-0.20%,-0.17%,-0.38%,-0.36%
2015-05-17,0.12,96.766, 0.05 ,100.71,0.07,98.7,0.5,100.1, (38.5), 19.7 , (1.8), (0.8),-3%,-9%,266%,-63%,-3%,4%,-80%,-67%," 18,807 "," 2,498,154 "," 538,442 "," 517,555 ",0.13%,0.13%,0.04%,0.13%,3.00%,2.04%,2.26%,2.24%,5.6,-0.20%,-0.17%,-0.38%,-0.36%
2015-06-17,0.13,96.882, 0.05 ,100.72,0.07,98.4,0.5,100.2, (42.4), 27.9 , (0.5), (1.7),10%,42%,-72%,116%,9%,39%,-94%,-57%," 18,832 "," 2,501,490 "," 538,651 "," 518,234 ",0.13%,0.13%,0.04%,0.13%,2.72%,2.02%,2.26%,2.12%,5.3,-0.20%,-0.17%,-0.38%,-0.36%
2015-07-18,0.13,96.978, 0.05 ,100.11,0.07,98.3,0.5,100, (40.3), 32.9 , (2.1), (5.6),-5%,18%,331%,228%,4%,24%,-78%,-17%," 18,857 "," 2,504,831 "," 538,860 "," 518,915 ",0.13%,0.13%,0.04%,0.13%,2.45%,1.99%,2.27%,2.00%,5.2,-0.20%,-0.17%,-0.38%,-0.36%
2015-08-18,0.14,97.056, 0.05 ,100.12,0.08,98.4,0.5,100.3, (44.2), 11.6 , (4.6), (3.1),10%,-65%,117%,-45%,20%,36%,-50%,-39%," 18,869 "," 2,508,979 "," 538,506 "," 519,915 ",0.06%,0.17%,-0.07%,0.19%,2.34%,2.02%,2.06%,1.96%,5.1,-0.20%,-0.17%,-0.38%,-0.36%
2015-09-18,0.14,97.196, 0.05 ,100.32,0.07,98.5,0.5,100.2, (41.6), 20.8 , (1.0), (3.6),-6%,79%,-78%,17%,0%,-5%,-89%,-7%," 18,881 "," 2,513,134 "," 538,154 "," 520,916 ",0.06%,0.17%,-0.07%,0.19%,2.23%,2.06%,1.84%,1.91%,5.0,-0.20%,-0.17%,-0.38%,-0.36%
2015-10-19,0.12,97.228, 0.05 ,100.45,0.08,98.5,0.5,100.3, (40.9), 26.2 , 0.9 , (6.7),-2%,26%,-186%,86%,0%,-6%,-113%,28%," 18,892 "," 2,517,296 "," 537,801 "," 521,920 ",0.06%,0.17%,-0.07%,0.19%,2.12%,2.09%,1.63%,1.87%,5.0,-0.20%,-0.17%,-0.38%,-0.36%
2015-11-19,0.12,97.332, 0.05 ,100.01,0.08,98.1,0.5,100.3, (40.5), 24.6 , (3.2), (3.2),-1%,-6%,-462%,-52%,2%,1%,-59%,-52%," 18,929 "," 2,521,366 "," 539,182 "," 522,550 ",0.19%,0.16%,0.26%,0.12%,2.01%,2.01%,1.36%,1.89%,5.1,-0.20%,-0.17%,-0.38%,-0.36%
